25, 94276
25, 48028
25, 11448
25, 2470
25, 5887
25, 5880
25, 7074
25, 6232
25, 6158
25, 6888
25, 6292
25, 5858
25, 6847
25, 6093
25, 7031
25, 7013
25, 6895
25, 5816
25, 6006
25, 6462
25, 6512
25, 7028
25, 5973
25, 6244
25, 6803
25, 6789
25, 7044
25, 6866
25, 6820
25, 6831
25, 5883
25, 6411
25, 6884
25, 6943
25, 6590
25, 5675
25, 6974
25, 6828
25, 6966
25, 7413
25, 7010
25, 6785
25, 6489
25, 6900
25, 5527
25, 5982
25, 6868
25, 6710
25, 5909
25, 5543
25, 5937
25, 6845
25, 7007
25, 6428
25, 6590
25, 6098
25, 5503
25, 5809
25, 5919
25, 6616
25, 6904
25, 7115
25, 6013
25, 5809
25, 6844
25, 6911
25, 6908
25, 7048
25, 6942
25, 6809
25, 6598
25, 7022
25, 6854
25, 6664
25, 6227
25, 6340
25, 6885
25, 6762
25, 7269
25, 6996
25, 6935
25, 7040
25, 6252
25, 5369
25, 6976
25, 6793
25, 6883
25, 6616
25, 5485
25, 5602
25, 6127
25, 6689
25, 6548
25, 6778
25, 6214
25, 5880
25, 6580
25, 6986
25, 6763
25, 6531
100, 13469
100, 6891
100, 7361
100, 8413
100, 7069
100, 7183
100, 7034
100, 7139
100, 7295
100, 6314
100, 6119
100, 7287
100, 7293
100, 6136
100, 7188
100, 7390
100, 7247
100, 6945
100, 7330
100, 7343
100, 6215
100, 7095
100, 7280
100, 7405
100, 5935
100, 7408
100, 7192
100, 6834
100, 7297
100, 7305
100, 6144
100, 7260
100, 7262
100, 8101
100, 7158
100, 7218
100, 7338
100, 7115
100, 7296
100, 6603
100, 7313
100, 7053
100, 7763
100, 7103
100, 7395
100, 6287
100, 7234
100, 7309
100, 7308
100, 6041
100, 7357
100, 7435
100, 6410
100, 7177
100, 7235
100, 6338
100, 7182
100, 7112
100, 6882
100, 6871
100, 7107
100, 7384
100, 7276
100, 7043
100, 7211
100, 7158
100, 7085
100, 7222
100, 7454
100, 6902
100, 7070
100, 6160
100, 6198
100, 7367
100, 7218
100, 7319
100, 7065
100, 7398
100, 6325
100, 5968
100, 7347
100, 7178
100, 7423
100, 7062
100, 7161
100, 6994
100, 6927
100, 7358
100, 7231
100, 6047
100, 6991
100, 7076
100, 7041
100, 6883
100, 7289
100, 7037
100, 6392
100, 6966
100, 7264
100, 6204
225, 15052
225, 7716
225, 7642
225, 7729
225, 7393
225, 7227
225, 7626
225, 7348
225, 7679
225, 7786
225, 6679
225, 7422
225, 6488
225, 7673
225, 7490
225, 6492
225, 7082
225, 7784
225, 7906
225, 6630
225, 7667
225, 6494
225, 7501
225, 7609
225, 7501
225, 7503
225, 6588
225, 7701
225, 7335
225, 7006
225, 6896
225, 7428
225, 7596
225, 7468
225, 7711
225, 7552
225, 7514
225, 6805
225, 7734
225, 7790
225, 7927
225, 6720
225, 7442
225, 6589
225, 7621
225, 7540
225, 6414
225, 7458
225, 7735
225, 8156
225, 7708
225, 7609
225, 6775
225, 7650
225, 6428
225, 7695
225, 7546
225, 6483
225, 6862
225, 7673
225, 8407
225, 7756
225, 7864
225, 6550
225, 7819
225, 6499
225, 7460
225, 7763
225, 6621
225, 7375
225, 7656
225, 8092
225, 7593
225, 8469
225, 7791
225, 7765
225, 6674
225, 7721
225, 7243
225, 7506
225, 7798
225, 7402
225, 7601
225, 6678
225, 7130
225, 7662
225, 7754
225, 6775
225, 7407
225, 7054
225, 7677
225, 7677
225, 7505
225, 7574
225, 7506
225, 7403
225, 7631
225, 7426
225, 7738
225, 7571
400, 12066
400, 8944
400, 7875
400, 8968
400, 8408
400, 8788
400, 8171
400, 9309
400, 8380
400, 9688
400, 8796
400, 8359
400, 7889
400, 8370
400, 7800
400, 8431
400, 7805
400, 8446
400, 7884
400, 8542
400, 7917
400, 8288
400, 7844
400, 8567
400, 7871
400, 8993
400, 7906
400, 8183
400, 7911
400, 8210
400, 7642
400, 8395
400, 7799
400, 8481
400, 7910
400, 8455
400, 7879
400, 8496
400, 7896
400, 8511
400, 7871
400, 8569
400, 7926
400, 8563
400, 7661
400, 8341
400, 7815
400, 8411
400, 7906
400, 8605
400, 7934
400, 8194
400, 7813
400, 8383
400, 7992
400, 8330
400, 7834
400, 8428
400, 7744
400, 8750
400, 7780
400, 8438
400, 7662
400, 8632
400, 7889
400, 8527
400, 8702
400, 8239
400, 7692
400, 8334
400, 7924
400, 8265
400, 7963
400, 8472
400, 7694
400, 8630
400, 7861
400, 8237
400, 7813
400, 8333
400, 7920
400, 8270
400, 7857
400, 8389
400, 7820
400, 8458
400, 7716
400, 8641
