25, 89561
25, 41362
25, 4797
25, 9597
25, 7497
25, 7455
25, 6891
25, 5677
25, 6825
25, 6846
25, 5995
25, 5918
25, 5988
25, 6455
25, 6870
25, 6995
25, 7610
25, 6951
25, 7230
25, 6178
25, 6903
25, 6880
25, 5841
25, 5785
25, 6589
25, 6017
25, 6201
25, 6989
25, 6768
25, 6337
25, 6426
25, 6942
25, 6333
25, 6997
25, 6450
25, 6894
25, 6360
25, 7004
25, 6122
25, 5515
25, 5709
25, 6331
25, 5844
25, 6504
25, 6929
25, 6098
25, 6837
25, 7014
25, 6572
25, 5889
25, 6340
25, 6205
25, 6104
25, 6917
25, 5630
25, 6850
25, 5861
25, 6230
25, 6814
25, 6932
25, 6377
25, 5543
25, 6167
25, 5784
25, 6429
25, 7026
25, 7245
25, 6269
25, 6819
25, 6756
25, 7043
25, 5753
25, 5784
25, 5940
25, 6197
25, 6786
25, 6419
25, 5663
25, 5960
25, 5430
25, 6400
25, 5855
25, 6731
25, 7041
25, 6729
25, 6204
25, 6522
25, 6851
25, 7141
25, 5308
25, 6722
25, 6866
25, 6857
25, 5898
25, 6809
25, 6499
25, 6943
25, 5736
25, 6929
25, 5699
100, 9984
100, 7146
100, 6655
100, 7343
100, 6842
100, 6803
100, 7122
100, 7413
100, 7164
100, 7352
100, 7084
100, 7187
100, 7389
100, 7276
100, 6902
100, 7576
100, 7207
100, 7257
100, 7168
100, 7387
100, 7161
100, 7087
100, 5773
100, 6599
100, 5838
100, 7079
100, 7372
100, 6762
100, 7036
100, 7644
100, 5900
100, 6407
100, 7306
100, 7105
100, 7569
100, 7019
100, 7191
100, 7349
100, 7441
100, 7103
100, 7282
100, 6985
100, 7255
100, 7407
100, 6364
100, 7278
100, 7424
100, 7034
100, 7281
100, 7058
100, 7834
100, 7039
100, 7522
100, 6647
100, 7111
100, 7391
100, 5993
100, 7110
100, 7335
100, 6203
100, 6453
100, 7160
100, 7235
100, 6324
100, 7752
100, 7196
100, 7145
100, 6153
100, 7159
100, 7371
100, 7292
100, 7179
100, 7181
100, 6254
100, 6974
100, 6976
100, 7382
100, 7050
100, 7179
100, 7335
100, 7502
100, 7402
100, 6937
100, 7188
100, 7287
100, 7227
100, 7089
100, 7265
100, 7153
100, 7494
100, 7124
100, 6058
100, 6459
100, 6031
100, 7073
100, 7339
100, 6689
100, 6984
100, 7249
100, 7110
225, 10066
225, 9574
225, 8852
225, 6880
225, 8794
225, 7906
225, 7411
225, 7924
225, 7642
225, 7645
225, 8031
225, 7997
225, 7179
225, 7129
225, 7647
225, 7615
225, 7678
225, 7357
225, 7619
225, 7591
225, 7680
225, 7257
225, 7753
